age,income,credit_score,prediction,target
29,62455.03724816368,687.0478927089648,0.25965807209419905,0
40,37158.74261136699,690.182507545751,0.34085924943352575,0
35,51073.49355829089,696.4199370292968,0.1936145912070428,0
44,42835.13829852325,698.1388881745079,0.442118957174682,0
27,57184.69738619588,736.3814771818489,0.2918146343826823,0
31,55004.931579304226,702.597294290365,0.0431616328618451,1
31,65563.0991638685,736.6320038607789,0.08526285170391149,0
20,42349.75401717879,695.9641709945708,0.47376583548934953,0
37,45951.87597059943,703.9317595158045,0.2739533039710695,1
37,35318.54426326539,600.0899657733946,0.23739520744884943,1
35,43335.60109885833,745.8163837351241,0.2670788820929144,0
32,55659.50739567278,717.3244237948996,0.10348797073465829,1
20,61354.829249680275,749.9005054929826,0.22795113216234186,0
30,36167.52013733562,555.1872310903155,0.2627333305254055,1
31,63044.088801584905,804.4187352390363,0.6891140409001312,0
26,70334.56788207426,693.0205185922413,0.2505649400674639,0
33,56201.523548355515,755.4091408368758,0.24464969297662237,0
39,78151.93718837098,648.0047036437235,0.27673841493821466,0
53,38393.1620134464,730.6386952531285,0.27220512050485735,0
36,31330.179450328746,647.3292218413172,0.22994845690931615,0
37,23319.19626643582,668.8115519652098,0.42570532098434083,0
34,72440.66467233775,795.7015676933393,0.22271118741639412,1
15,59815.484845310864,690.4658799618327,0.4773689304451496,0
34,49166.229936343174,710.8716436589862,0.23101298651698982,0
35,54199.529394797304,743.5033865344377,0.43144353619464987,0
59,33117.66429052435,724.7840943986303,0.3868797602101906,0
33,86686.2796942524,707.5209452571788,0.20867813507832514,1
38,51938.31772962841,718.2480501233113,0.09002499819996725,1
34,51640.92191907339,820.1707792619137,0.6038569167009646,0
23,60886.49935848038,697.1190601483207,0.22652332523012098,0
46,57215.1384760507,710.0549523357483,0.3042970610133372,0
42,53358.26036418697,752.5327198003806,0.1646258613749869,0
42,38142.883168320324,755.2762966478992,0.1823972362349482,1
25,57072.025357039936,759.351515278019,0.4766491048877699,0
49,78230.3674471255,731.9365111014592,0.5264086385938195,0
20,70181.30069232467,642.8497543634758,0.36092031234155697,0
40,73897.79939959096,781.6715766150548,0.2509553296201303,0
56,42331.76485353222,642.6827303490657,0.38353167265354643,1
25,35155.92769612129,715.1317732619517,0.19591171866205373,0
29,48113.19619850528,662.2862074990321,0.2976150813463317,0
35,50835.87368433042,696.7930826703504,0.13237350274514814,0
29,66412.87277706423,716.4381205151741,0.12631168044090502,0
19,24613.03055427771,716.0678607725137,0.35476652265808534,0
35,72943.2547919092,721.0960377117642,0.3219807096428471,0
24,47629.88152131516,780.6855634529323,0.31080926061425895,0
39,43596.7839507887,722.676715075699,0.22661352635262422,0
25,34818.434371097486,687.7921682354676,0.3116613226660596,0
50,25177.149922013454,748.2043584144179,0.17217359051439798,0
27,62347.55875942872,759.473524446232,0.04146697521282487,0
31,51099.76950782606,638.6196092431504,0.2761974130074415,0
43,30650.58650388419,729.8700034924929,0.09425356031693806,0
22,30573.818419045758,735.0586371155449,0.4118445340829866,0
37,44963.229510648074,685.1218248320004,0.5157009792685964,0
48,75035.32287934089,768.785340665581,0.6342283268293692,0
18,46106.12972954593,692.4972206483736,0.27170217319000567,0
36,27452.855703228408,706.2788226735771,0.16115555595365105,0
37,46313.85403871084,691.3464087858065,0.3019616530585536,0
42,45909.146453784946,700.7789523790734,0.24747616586330073,0
22,9546.700355876425,645.1862456552399,0.2773672197869529,0
21,49185.577002232814,627.9974558702853,0.47222499596045936,0
40,46535.98204686983,779.7252531612486,0.21903951367592533,0
37,60443.095472201276,657.6519325840836,0.25130404126245265,1
37,77734.34142418018,650.4303825271846,0.13449891422559365,0
38,66898.47544321636,592.3304943198143,0.2575375190463321,0
28,45966.669641677545,668.0519126155249,0.5758311543371692,0
37,33402.11136887495,633.8455103296251,0.17478898807467755,0
37,88600.39704874791,782.1007580068184,0.4404393990716352,0
27,50888.27651021732,750.4908544671317,0.23996872315505716,0
53,50208.939378694195,665.5924827411138,0.4457504855829945,1
39,49638.12369334995,812.6217902672155,0.41814573239418396,0
23,52971.27141151783,749.0882743495797,0.12477872464880943,1
41,47834.59382114086,683.7584308245689,0.4135696874278296,0
25,41395.069896796456,575.0297142563213,0.0855221607194543,0
42,41797.115881394115,814.547128629537,0.10238495285184403,0
46,49508.70094676002,630.5213766618202,0.22850508874050057,0
26,41848.62843299352,617.7300626521554,0.5466614162505907,0
44,39307.313259842536,751.128521600482,0.35108503224370974,0
39,51596.453415378455,821.9876203169637,0.13941057604626686,0
43,46175.34173868717,769.213640925526,0.05369951548994858,1
53,72559.89482874033,728.195456002618,0.3806987361056626,1
32,10235.45287410482,729.7377170832643,0.2794224044294483,0
27,66372.60277883692,742.6707779390154,0.3066911814390244,0
26,68691.27788746444,737.9464294893382,0.34303308364673246,0
26,18899.146513877757,714.0595711984688,0.47611454437072087,0
34,44859.68608879477,705.2100551975938,0.2554704259647891,0
38,44428.387010063125,696.8703436050239,0.5012006017832084,0
37,28887.32457923268,662.3017705566662,0.15400666296079904,0
43,38332.74968613687,685.9662461566613,0.06323234040516468,0
35,33341.362318012565,615.3521592902307,0.44834545888275384,1
49,76284.05665135435,695.0830186602625,0.10997586339778063,0
32,64035.17589721192,650.5704446424542,0.29980310270744265,1
62,69073.32642491237,644.8205341392114,0.5363077304756033,0
41,60825.08096064853,708.9947075576739,0.06705426999363957,0
26,33064.223431741564,769.60011431723,0.3373425781481131,0
24,42132.196005803395,745.9158303001157,0.06163751556213369,0
39,57340.61841841877,621.4749698188411,0.2669105924136806,0
32,31668.082866620818,650.5185931714831,0.014681933127792124,0
42,60694.97645258582,747.0385593994108,0.09291290127017376,0
39,46395.119027627974,650.8756303230845,0.16208459011388984,0
34,44377.687886756044,688.7683425001487,0.05558771864927384,0
26,60664.39952305237,727.5026049512276,0.3628731421368042,0
19,56663.9496722906,651.5827772568182,0.32618555306964203,0
30,44585.507512713804,705.268775307298,0.5516768599767244,0
43,67389.94705046371,633.2987252540897,0.10991865606237472,0
37,33784.05008600154,669.9316178024393,0.21718481039517945,0
22,59239.034104163955,715.9890967071268,0.07822097883115157,1
36,58896.51886952575,620.3503133234166,0.1767688055025618,0
38,45356.803410290144,722.0237368980199,0.5954379734962467,0
26,54891.99533363177,699.018110053666,0.39717268660938093,0
36,31233.296354220452,727.6244977208574,0.10556720645550324,0
35,63860.40528810352,711.1957067032331,0.031185910555505736,0
23,47226.46795335517,768.2070214986923,0.027957961979081916,0
38,42159.154692214404,706.2612251323953,0.36797659433535934,0
40,65735.13838755334,678.5297229437374,0.159129571300425,0
45,39434.84464185861,706.1148751516142,0.7380869638355531,0
45,28873.080554546606,727.1649014518194,0.24369917696780016,0
21,26650.562397141442,702.4430035162852,0.17097774059130702,0
25,59090.14927018459,702.0295845601942,0.08072398199878913,1
40,30793.559712555754,664.9004156096622,0.4477791997522805,0
40,76321.91272976546,666.8549541224526,0.1973516547155251,0
40,18771.058881744168,629.8697364100153,0.2614729695537016,0
73,75446.84552435057,787.478837159347,0.2791904822094437,0
40,53165.26200803927,637.8068382304358,0.24924642287697085,1
46,48549.30332194411,665.3547401102046,0.38880045320267814,0
44,41826.21369786576,664.0796367215402,0.08983097773481852,1
41,55987.04171528106,744.746218847222,0.23935370414756976,1
31,49435.47946362727,685.2525160853986,0.20045204994057464,0
42,66549.52823024783,762.3871036336867,0.40099694375353145,0
27,51713.41472993059,666.3254687878066,0.4674355152035755,0
32,52254.52642192817,713.9497081111901,0.12791579245418194,1
30,44545.81681679216,658.2326473370122,0.40373494198452503,0
35,49145.81564418399,807.2574563886694,0.08948655761560051,0
58,54617.026533380886,640.6200790485243,0.24781566399063273,0
16,24347.47411015062,715.4910355113514,0.26449203451846,0
41,29777.218668414305,731.6888440466049,0.4549932251283339,0
18,61148.96141034072,720.689954872575,0.38950793387251037,0
30,52562.981571919125,690.7356170561146,0.09718177285658083,1
45,47240.24995470981,693.5089650133287,0.3828986050331805,1
35,50276.5089959809,702.1905735989554,0.297838427885603,1
24,55213.72558042507,692.6498999185756,0.5903979088514874,0
27,41903.60479535958,748.1939558397455,0.17609833187507087,0
41,38325.42911896531,810.5261500795675,0.2144134952920709,0
27,52937.67882646522,672.1254107496084,0.6204682337798466,0
37,35324.40833577452,631.5098510210461,0.48723314496000425,0
35,56123.79133571708,695.5858975824373,0.0962069245149608,0
28,24461.245936432395,828.9854668827159,0.24965580347196684,0
56,65437.33455988466,659.8162716015134,0.34123779909224605,1
41,57088.96223619564,781.9558402722033,0.4009150563139554,0
14,53840.44601470813,783.885040703822,0.11793590761943243,0
36,64740.36475918271,672.3205879146003,0.5572754113921148,0
28,74982.11666693864,728.4491539592638,0.06294278801876782,0
43,65215.55097527196,781.4198311564269,0.12295220654768171,0
27,22386.88653002532,681.0436129506256,0.5302969759506505,1
33,30806.345498964478,689.8209819948819,0.2709993961105075,1
40,40627.72133456482,670.9159543025678,0.27708902751884185,1
43,50391.36575316251,649.2621634653567,0.3011841922288169,1
22,57764.88530703684,667.5361227466997,0.14014940155761474,0
31,39113.84280269802,638.8029866618872,0.07373378490111673,0
30,52801.50146715617,701.7041734129613,0.32915651051709327,0
28,38669.256014700164,661.501338447068,0.359768584824016,0
52,40827.23295512077,711.6892955895374,0.30977747327024047,0
39,28900.083547276667,622.2052176898186,0.18035041428788406,0
22,36151.50130833643,716.5440116107228,0.11049325801614986,0
44,29724.730915754997,741.6764480804462,0.2268526189451653,0
56,35361.90120534001,600.3132178714272,0.6389059701703224,0
45,65804.62694911759,718.7028284923786,0.24313915351568324,0
19,35759.01666752085,761.3834496236647,0.21596804604807857,0
30,89485.73097256086,639.5179490654398,0.24855717435847977,0
47,57399.76851321334,783.6286193418852,0.23747045971287373,0
27,52772.54185542311,720.9509504683023,0.5319284493276698,0
39,37124.6332972818,664.7494072120795,0.39043892434622446,0
42,60504.64819113487,697.2115461171147,0.16973758904288572,0
25,41365.432606433395,727.9163456260861,0.204026175015018,0
34,51830.147219680424,703.8002695706206,0.25492632671059895,0
2,88401.26807403192,726.9377996223185,0.2890608269629375,0
24,48559.10150413025,653.9663203460317,0.1407896901376908,0
32,67239.09989428514,708.4680412018039,0.18846863488275697,0
22,39452.35362311169,629.314275154751,0.5651992012277928,0
51,49475.17264254558,694.438696932565,0.5441384134079764,0
20,76562.00953453266,654.8046179267606,0.20749581324893812,0
30,40595.49413318349,663.2235028705117,0.1937947313120766,0
36,77186.72836995393,761.8046587605219,0.39173659785710696,0
49,60616.279031832135,754.5655060297134,0.0549042835324885,0
20,41562.99836158598,730.4569060453589,0.513200034727355,0
46,59486.116085832815,645.3843617663711,0.16801384883050952,0
35,64588.316744400945,684.1795775152599,0.34984513829632496,0
25,59327.149433257946,760.6548849989591,0.06470899156806993,0
39,26446.629201643154,707.0858456819952,0.3992098512519557,0
36,39092.94236262697,815.9664769990848,0.3602074853627583,0
28,46287.22046672743,719.6658919697186,0.3368158164406375,0
35,48883.498563499306,709.6024558245016,0.12566751557557146,0
31,59310.08146326017,684.5441767898749,0.18674564305294103,0
36,52665.51501399881,706.6770452391141,0.3090542956810058,0
41,29969.83461934848,692.3765081809728,0.16110471655100672,1
50,55702.967765089445,735.4054338344296,0.15601939383489905,0
22,59158.786179257346,747.8351158397292,0.4891720840330514,0
56,58396.856718965595,660.7005269746026,0.0405952160464261,0
15,66211.71088331932,633.4383523221111,0.5013100171730703,0
33,62508.83231823356,608.1897313448352,0.12548012366790592,0
40,56887.70118842655,725.3995663456271,0.37832624698778555,0
37,48947.5143281203,644.8316696913063,0.32221290371486117,0
28,25085.585997260136,592.3554703523758,0.12136225357209518,1
32,56444.27328698879,719.4289302265482,0.16476671994108208,0
30,53115.31530744667,824.6499758716395,0.42106902306580285,0
29,54073.6825579306,699.6964544230053,0.22306564310409913,1
43,30848.771362695355,741.924538722582,0.7475416808203147,0
38,33784.151893876064,704.0914679273783,0.17653263115212867,1
28,65797.29279999355,695.0555173404429,0.16939987569774237,0
43,49406.672692150176,745.9538241493884,0.10123676310915995,1
38,60222.510460589365,685.4862727905675,0.15521976788527783,0
43,50424.77564195689,713.3696157035952,0.2516719879928031,0
41,50446.34209243615,716.0848903098007,0.6988438963940432,1
26,64074.25708963996,666.5954773178476,0.16287619472878653,0
29,42259.32907673939,749.6021174768262,0.03586107451957101,0
42,51441.811654114754,691.2520121652295,0.18689261626561332,0
41,43065.87066942436,662.2127420253578,0.28021975907890234,0
34,43482.55658851527,726.8254921785202,0.5039853388745347,0
36,45362.41814797041,655.0766009104482,0.2905356993774629,0
47,53332.00657450569,701.4090578684564,0.21370325400439458,0
29,42818.77067504785,699.5440501677898,0.17420404077010232,0
40,68836.34188360281,754.294778291579,0.39919600736253635,0
32,36580.89046670744,723.7349116439976,0.2659319496638474,0
32,47196.92533757962,698.7486520627428,0.4020401338219226,0
45,43404.034125887374,740.8883149600143,0.1054043592980552,0
43,71704.668265306,769.5103774508657,0.18962207868009487,0
43,52948.32164767362,727.8905153175931,0.3548328182831717,0
48,65477.668092029526,700.5176309921691,0.07851743073924757,0
35,27716.59440444542,634.408188382492,0.12350488995470801,0
41,54005.75398803888,646.7443168462314,0.24137784545030638,0
31,63344.46193435156,684.7387647822666,0.4688543103047804,1
38,51234.259839131366,669.5243898920359,0.5491671814360513,0
33,65982.20562598026,690.6514348507277,0.13208665662881736,0
35,42240.673248494415,702.8324962448554,0.29893631402013454,0
40,71140.2116027837,726.4846377178366,0.5146805029932751,0
26,84483.47185428876,696.4750610970455,0.40089713682600786,1
55,44557.42159340512,724.3250821913101,0.2842255949831302,0
24,43317.462178988426,703.223720740506,0.3175441101133822,0
22,71800.76715676552,601.2266716823065,0.1384834698703489,1
46,73693.58218596068,653.0332303090623,0.20097123645401038,0
42,42157.09959270098,692.7956222139193,0.24188964316220724,0
41,43697.19774356214,639.5152628579447,0.2295611941890383,0
41,45773.23086709239,729.9964364998102,0.2156860757163646,0
34,29833.242334485843,776.5375416171848,0.12310958018220286,1
26,36220.22080273703,760.9380925848658,0.5160624858560737,1
35,34937.88849871898,689.3278564534896,0.2623139249573352,0
28,38483.03652343807,774.5363068424977,0.23099426875149454,0
44,49479.72668919828,707.4333728601056,0.09595128593448145,1
33,53513.220988047804,683.145701444098,0.340353357371217,0
26,73257.50739221115,669.329866822953,0.15694670027434335,0
31,35024.68938891814,684.8765156755936,0.16200257717108482,1
39,64764.83597714876,680.5911590729386,0.19459935313145535,0
29,46790.16733661736,708.5208111187744,0.3889033363849212,0
26,49258.044355213504,708.0286990524933,0.3240072686151163,0
37,60122.29238249905,700.1523010076708,0.05696068686177275,1
37,33159.16967656552,721.8469084873175,0.5068443274386883,0
29,55736.14619276076,759.532313739317,0.30439250526781686,0
30,52496.78312319584,747.4777067720662,0.2972452247392276,0
37,57386.76896012223,625.7551015775048,0.1367056096153261,0
20,54337.52965861727,572.3039432549023,0.44914011712217095,0
20,86829.50209866342,746.7159955619637,0.25181479605739426,0
27,40433.90023623026,631.6560650792289,0.16951392607312646,0
32,42035.04567497274,688.7617299053658,0.08014649270573643,0
38,40652.89210362853,641.494348697032,0.23253705235538352,1
49,41667.84321259618,609.9009781209991,0.4841625365767797,0
43,40439.19309040224,727.0731364102394,0.1693257626556566,1
33,67835.24796661327,737.9577580151323,0.07477892700140167,0
34,71307.56371984782,671.174479963664,0.18524232349219433,0
24,41438.805593757854,570.4478853927545,0.16796351370450527,0
34,37514.66640343657,672.6877775873759,0.2763354949660545,0
32,57071.23334579606,719.5902002701273,0.1309785515470799,1
38,41716.654335785424,626.0544215612936,0.1542500262093677,0
26,59493.977266332666,709.1679959889577,0.08993538353011882,0
40,53043.845312769496,699.2345075413502,0.3465590425511273,0
50,27263.838275041522,728.9645749800544,0.16499025374641893,0
33,73212.57801995093,705.9790184207077,0.1454381844637113,0
39,76938.16509643283,651.3465529559222,0.451163889216197,0
41,40808.16964273421,759.8285750832246,0.529206349858932,0
30,44184.47660096024,692.0735213486515,0.37717719713879494,0
37,54287.98086087358,698.6347730245034,0.49771530922633084,0
35,55016.851849805375,653.3366020463402,0.42318456662924475,0
35,59878.164090092454,677.8358874404245,0.21733647489695565,0
27,80153.06808149525,655.759864298655,0.10549743468741864,0
35,47345.79158758926,691.3526970038289,0.17711581607683305,0
39,38025.541331923196,785.5854240071172,0.15601042342477014,0
49,29310.21157978209,631.4049428534322,0.3583027272484148,0
44,39036.04940087121,619.321930106163,0.2382117203777517,0
56,49503.095406893044,773.5585163746804,0.044437637134920625,1
27,76918.36795276681,689.5338161424067,0.17743415640634935,0
43,42235.830514457426,666.5463630670042,0.08105034586883748,0
36,53356.819274583475,751.9952343698038,0.23325972978998843,1
56,49753.65655890872,669.7192230131568,0.4563029734443914,1
26,67825.89910172125,791.3004856773468,0.11099512270858748,0
26,87903.98638810433,733.8962935669634,0.524107383079782,1
29,42036.96840619519,675.6044295927148,0.2494485341513156,0
13,42658.40836222667,807.8654106632752,0.35765966969172464,0
29,65662.41315603608,669.7142538498331,0.1411241998676989,0
27,60228.37234439467,737.1047686004654,0.25621935561558057,0
36,77700.6098860405,714.9646290203247,0.5239791499617252,0
38,58758.92277988946,765.08706446994,0.4819498063691885,0
53,44610.61863819411,778.0755598363427,0.2639644320402215,0
44,58859.82246038464,701.6002074532884,0.22351415888456408,1
29,66630.55370874361,662.3291064826908,0.27642704708167387,1
26,62307.23271796046,722.9986071469558,0.32112925534140707,0
39,57609.11046660947,666.1142315123947,0.557406885681536,1
21,66000.1203438373,800.6693623763312,0.16218908617481992,1
53,67539.4338566851,706.8267665541368,0.15480747939205203,0
46,70732.38486556291,681.7339224343946,0.20960392282734935,0
30,59730.64831384464,709.2340152932454,0.10686653718771086,0
17,47493.22879524718,632.6436855235152,0.36441921405229005,1
48,52200.705296499844,651.4192980744674,0.06985421523280302,0
33,68097.63449762535,760.0206953972213,0.5752524381494897,0
47,37745.964935191456,667.1552860514303,0.28165155884564697,0
19,55530.099633093516,647.6544508659031,0.37944115369394515,0
29,44099.91781508959,726.8326376263643,0.045659631002925305,0
35,50431.17234402226,759.2852077331498,0.3907392159198113,0
35,69176.77793910948,735.9476655332534,0.32590294062100394,0
30,52866.48602029855,749.8023842902908,0.3450841502829877,1
41,50696.54822234223,662.160245571527,0.23701367390107056,1
24,29602.15788530121,628.9094666629078,0.4243518655493258,0
33,61193.80349040831,775.0666825977744,0.12881200099088816,1
36,59682.26271711613,683.8660080578932,0.3299114686361586,0
40,82448.8208495819,687.4583491772477,0.06675553056618239,0
42,45383.32647570499,766.4097070924529,0.10571078303232644,0
23,53287.254914959085,727.811500470033,0.5357995621053333,1
19,53740.75525566133,722.7943886040804,0.15957134377575058,1
47,73661.79919645212,808.2501172450542,0.12287989871766321,0
38,48570.567014195716,667.8240884809928,0.3099564477393271,1
27,54185.32288655509,746.3920064040618,0.5006741240171694,0
50,59118.447645748085,702.8506562448542,0.19253338124350866,0
36,52799.13684734537,713.4296139431628,0.6798139772747848,0
46,43303.49578174207,776.4234213206266,0.16580692395614124,0
35,52911.34989347462,725.3917878144812,0.44532573170634104,0
55,66104.47624789659,726.9148039524816,0.28710346659034747,1
52,34602.270508834095,753.6253668654902,0.20515210248463084,0
32,51994.54511220314,681.7523635228557,0.3569482999794101,0
44,39498.1877759124,658.0395166330496,0.08720531597496316,0
41,67925.69943387264,647.7595402989483,0.23791157291652001,0
48,27152.19642824338,601.6821705311999,0.2125906368597829,1
25,41616.17229092617,802.8103564970161,0.338047471227676,0
41,55658.17812596781,644.8395817139159,0.29052756084271986,0
45,73482.86043851511,688.9373188207114,0.3479181328972756,1
17,49013.746083905186,686.159335005554,0.42219960770511716,0
23,41672.00709960203,715.3703348904551,0.24249642318363557,0
14,78217.35604160884,740.7868606269649,0.3024763373927353,0
32,28279.79149375634,743.0236744179873,0.5685546252018753,0
42,17017.91065069877,670.846128071553,0.29393240112032726,0
50,56600.216750799984,691.6439143106794,0.23718069472344744,0
35,42469.18663471083,714.128997524415,0.4348483136027772,1
51,34681.5077430393,687.5654436908227,0.24766475341982122,1
21,60625.3467094903,780.3672788009997,0.5915252921662858,0
17,53657.010706567984,724.5487475819126,0.4941427378687358,0
34,41538.820538949076,736.7438893024909,0.19275092244199293,1
38,30795.434019936583,733.1440634333707,0.21570858057122805,0
34,63086.85992420217,758.6736928742663,0.4548274324248505,0
14,59753.017669379915,709.0510779351854,0.43203347294911104,0
34,48512.36204330926,635.1584026022076,0.4727380263938699,1
21,77699.55494071498,719.9843975876321,0.2538973946761992,0
41,33948.72850510771,667.4321553104086,0.28572136176326274,0
38,27117.122436128917,673.5691659125122,0.23179228060444987,0
25,39621.378951781335,729.3182009377547,0.23320414628000993,1
29,49316.209754667536,761.9141535716818,0.16973032592208812,0
24,53650.091739840376,701.0635788368031,0.49151217411248693,1
34,46381.459132155054,715.4416506299482,0.33195877515080124,0
44,55280.83094771445,785.1107472317619,0.34270313402458813,0
25,31226.908637143337,712.0376589744284,0.47320746037150585,0
40,71656.46906109889,830.0841557090198,0.057826174727944005,0
29,48767.732324111465,728.2754822815772,0.3342823374545915,1
27,66759.43747382192,611.9618620422091,0.5055663733930453,0
33,55140.88019566556,737.6670810552266,0.10926771693672341,0
24,56851.29828730676,719.0579192441389,0.47637186210417104,0
29,58546.50920348305,764.4876377041373,0.3351520189164386,0
23,56715.628400259724,733.659067563498,0.31131126560378347,0
54,59640.84139801316,693.0772008008113,0.3156514521042244,0
35,69937.28795198647,638.7850881855317,0.13425930596426694,1
28,52947.817545522055,689.5488371356987,0.04261251654027319,0
37,60635.05636382769,657.473977289535,0.44024925150934274,0
33,48653.964585691596,670.9738275097639,0.1195934956640864,0
32,71601.75823174209,729.4289202210305,0.2000779313230958,0
41,39854.115469110955,783.4952252175704,0.700781797570807,0
42,77014.10649366223,719.733576491149,0.2817555447671211,1
29,49397.63074033485,640.2058468982408,0.34926511547555156,0
29,28538.373468229278,722.230133411007,0.18348662812958905,0
32,51921.56622366184,759.8315743322826,0.5023166737897835,0
11,39784.22513787679,669.5108547840309,0.06245007841002175,1
19,62609.65323483086,693.2991416663541,0.4354437700393007,0
48,40210.640310464136,700.7344097364598,0.0920630148030118,0
51,43307.248501778304,660.755084345888,0.6257518883853295,0
32,21656.889035817036,732.4140216921929,0.37700811694720254,0
40,43215.40521126385,693.9525925696109,0.1271719790497805,0
38,13641.81010056565,720.9766221953514,0.27435287356315835,0
65,26241.45764771415,655.625391109895,0.38256661568693123,0
46,61406.21984216446,678.1270849838295,0.17843961982715925,0
33,61787.00237976248,736.1190678913886,0.2162905367743838,1
25,56381.86342677447,681.3583423954117,0.520974034164533,0
18,35495.3578530618,786.3481925616702,0.279074004926693,0
37,49284.3296578703,680.0181907192699,0.48498879957497276,0
